ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
74102,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",6,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,70000.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;VBA,C#;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Swift;TypeScript,Couchbase;Microsoft SQL Server;MongoDB;MySQL;SQLite,Couchbase;Firebase;MongoDB;PostgreSQL;Redis,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,Angular;Angular.js;Express;jQuery;React.js,Angular;Express;jQuery;React.js;Vue.js,,,Git;Unity 3D;Unreal Engine,Git;Unity 3D;Unreal Engine,Android Studio;Eclipse;Sublime Text,Android Studio;Sublime Text;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,16596.0
74256,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification",1,Less than 1 year,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Student;Senior Executive (C-Suite, VP, etc.);Marketing or sales professional","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,,,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL,Bash/Shell;C++;Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,Google Cloud Platform;Heroku,AWS;DigitalOcean;Google Cloud Platform;Heroku,Express;React.js,Express;Flask;React.js;Svelte,Pandas,.NET Framework;Flutter;React Native;TensorFlow,Git,Docker;Git,Android Studio;Atom;PyCharm;Sublime Text;Visual Studio Code,Android Studio;PyCharm;Sublime Text;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow,Multiple times per day,Not sure/can't remember,,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Neither easy nor difficult,
74283,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",5,5,"Developer, full-stack",20 to 99 employees,PHP	Philippine peso,,Monthly,,,MySQL,MongoDB,,,Laravel;Vue.js,Express;React.js,,,Git,,Visual Studio,PHPStorm;Webstorm,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,,,Southeast Asian,,,Appropriate in length,Neither easy nor difficult,
74370,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague",10,1,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,PHP	Philippine peso,17600.0,Monthly,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;Python;SQL,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;Rust;Swift;TypeScript,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,Django;Express;React.js;Spring;Vue.js,Django;React.js;Svelte,NumPy;Pandas;Qt;React Native,Flutter;React Native,Git;Yarn,Git;Kubernetes;Yarn,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Neither easy nor difficult,4176.0
74837,I am a student who is learning to code,"Not employed, but looking for work",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Colleague,2,,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer",,,,,HTML/CSS;JavaScript;Node.js;PHP;SQL,,MariaDB;MySQL,Firebase;MongoDB;PostgreSQL,,,jQuery,Django;Express;React.js;Vue.js,,,Git,Docker;Yarn,Notepad++;Sublime Text;Visual Studio Code,Atom;Webstorm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Daily or almost daily,No,,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,,,Appropriate in length,Easy,
75197,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",9,5,"Developer, mobile",20 to 99 employees,PHP	Philippine peso,,,Java;Kotlin,Kotlin,SQLite,SQLite,AWS;DigitalOcean,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,Laravel;Vue.js,,,,Docker;Git,Docker;Git;Kubernetes;Terraform,Android Studio;Notepad++;PHPStorm,Android Studio;Notepad++;PHPStorm,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,"Or, in your own words:",,,,,,Too long,Neither easy nor difficult,
75226,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Friend or family member,11,7,"Developer, mobile;Developer, embedded applications or devices",500 to 999 employees,PHP	Philippine peso,50000.0,Monthly,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;PowerShell;Swift,Bash/Shell;C;C++;Java;JavaScript;Matlab;Node.js;Objective-C;PHP;Ruby;Swift;TypeScript,MySQL;SQLite,Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,,,Drupal;jQuery,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Laravel;React.js;Ruby on Rails;Spring;Symfony;Vue.js,Qt,.NET Framework;.NET Core / .NET 5;React Native;TensorFlow,Git,Chef;Docker;Flow;Git;Xamarin,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,Android Studio;IntelliJ;Vim;Visual Studio;Xcode,Windows,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,11856.0
75245,I am a student who is learning to code,"Student, full-time",Philippines,,,Primary/elementary school,5 - 10 years,Coding Bootcamp;School,,,,,,,,Python,JavaScript,,,,,,,,,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow,A few times per month or weekly,No,,"No, not really",No,Under 18 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
75308,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague;Books / Physical media",2,1,"Developer, full-stack;Developer, back-end",20 to 99 employees,PHP	Philippine peso,30000.0,Monthly,Matlab;Python,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Python;Ruby,MySQL,PostgreSQL,AWS;Heroku,AWS;DigitalOcean;Heroku,React.js;Ruby on Rails,Django;React.js;Ruby on Rails;Vue.js,,,Git,Docker;Git;Kubernetes;Unreal Engine;Yarn,Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;RStudio;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,No,,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,South Asian;East Asian,None of the above,I have an anxiety disorder,Appropriate in length,Easy,7116.0
75329,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,Philippines,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",30,20,"Engineer, data;Academic researcher;Scientist;Student;Engineer, site reliability;Educator","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,,,C;C#;C++;SQL,,MySQL,,,,,,,,Flow,,Notepad++;Visual Studio Code,,Windows,Visit Stack Overflow,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
75339,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",15,7,Data scientist or machine learning specialist;Data or business analyst,"5,000 to 9,999 employees",PHP	Philippine peso,,Weekly,Bash/Shell;Python,Groovy;Python,SQLite,,AWS,AWS,,,Keras;TensorFlow;Torch/PyTorch,Keras;TensorFlow;Torch/PyTorch,Git,Docker;Git,Visual Studio Code,Atom;Vim;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games;Panic,Stack Overflow,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,35-44 years old,Man,No,Gay or Lesbian,I don't know,None of the above,None of the above,Appropriate in length,Easy,
75475,None of these,I prefer not to say,Philippines,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",Less than 1 year,,,,,,,C;C++;Python,Java;JavaScript,,,,,,,,,Unity 3D,,Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
75481,I am a student who is learning to code,"Student, full-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",2,,,,,,,HTML/CSS;JavaScript,C;C++;Java;PHP;Python;SQL,,,,,,,,,,,Atom;Visual Studio Code,Android Studio;Atom;PHPStorm;Sublime Text;Visual Studio;Visual Studio Code,Windows,Google it;Watch help / tutorial videos,I have never visited Stack Overflow or the Stack Exchange network,,,,,No,18-24 years old,Prefer not to say,No,Prefer not to say,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
75646,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Associate degree (A.A., A.S., etc.)",55 - 64 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",32,32,"Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Developer, QA or test;Data or business analyst","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,,,Crystal;HTML/CSS;Java;SQL,Crystal;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,,,,,.NET Framework;Apache Spark,.NET Framework;Apache Spark,,,NetBeans;Notepad++;Visual Studio,Android Studio;Eclipse;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;Visual Studio,Other (please specify):,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Visit another developer community (please name):;Other (please specify):,Stack Overflow,Daily or almost daily,No,,"Yes, somewhat",No,55-64 years old,Woman,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
75682,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,School;Online Courses or Certification,4,1,"Developer, front-end;Developer, full-stack",10 to 19 employees,PHP	Philippine peso,15000.0,Monthly,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;MongoDB;MySQL,Microsoft SQL Server;MongoDB;MySQL,AWS,AWS,Angular.js;Drupal;jQuery;Laravel,Drupal;jQuery;Laravel,,,Git,Git,Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio Code,Notepad++;Sublime Text;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,3552.0
75714,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague;Books / Physical media",5,1,"Developer, full-stack",100 to 499 employees,PHP	Philippine peso,12000.0,Monthly,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,,,jQuery;Laravel,jQuery;Laravel,,,Git;Unity 3D,Git;Unity 3D,Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,2844.0
75853,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",6,Less than 1 year,"Developer, back-end",100 to 499 employees,PHP	Philippine peso,18000.0,Monthly,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;Node.js;Python;SQL,MariaDB;MySQL;SQLite,Firebase;MariaDB;MongoDB;MySQL,,,jQuery;Laravel;Vue.js,Angular;Django;Express;Flask;React.js,Flutter,React Native;TensorFlow;Torch/PyTorch,Git,Git,Android Studio;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Play games;Panic;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,4272.0
75855,I am a student who is learning to code,"Student, full-time",Philippines,,,Something else,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",6,,,,,,,Bash/Shell;C++;Java;JavaScript;PowerShell;Python,C++;JavaScript;Node.js;PHP;PowerShell,,,,,,,,,Git,Git,Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio Code,Visual Studio Code,Windows,Google it;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,Southeast Asian,I am unable to / find it difficult to type,Prefer not to say,Appropriate in length,Easy,
75943,I am a student who is learning to code,"Student, part-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,,,,,,,HTML/CSS;JavaScript;Node.js;TypeScript,HTML/CSS;JavaScript;Node.js;Python;TypeScript,Firebase;MongoDB;PostgreSQL;Redis,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Heroku,AWS;DigitalOcean;Google Cloud Platform,React.js,Angular;Django;Gatsby;React.js;Vue.js,React Native,React Native,Git;Yarn,Docker;Git;Yarn,Notepad++;Sublime Text;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,Under 18 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Too short,Easy,
76632,I am a student who is learning to code,"Not employed, but looking for work",Philippines,,,Some college/university study without earning a degree,Younger than 5 years,Online Courses or Certification,1,,Product manager,,,,,HTML/CSS;JavaScript;Node.js;PHP;SQL,,MySQL,,,,jQuery,,,,Git,,Visual Studio Code,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,
77625,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Courses or Certification;Books / Physical media,24,13,Other (please specify):;Data scientist or machine learning specialist,"10,000 or more employees",PHP	Philippine peso,3006600.0,Yearly,R;SQL,R;SQL,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,,,TensorFlow,Apache Spark;Keras;TensorFlow,,,IPython/Jupyter;RStudio,IPython/Jupyter;RStudio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,35-44 years old,Man,No,Bisexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,59381.0
78036,I code primarily as a hobby,"Student, full-time",Philippines,,,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,,,,,,,HTML/CSS;JavaScript;Node.js;Python;TypeScript,C++;SQL;TypeScript,MongoDB,PostgreSQL,,,Flask,,,,Git,Git,PyCharm;Sublime Text;Visual Studio;Visual Studio Code,IPython/Jupyter;Visual Studio Code,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",Yes,Under 18 years old,,No,Prefer not to say,,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
78044,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",5,Less than 1 year,"Developer, desktop or enterprise applications;Developer, full-stack;Data scientist or machine learning specialist;Database administrator;Scientist;System administrator",10 to 19 employees,PHP	Philippine peso,,,,,,,DigitalOcean,,,,,,,,NetBeans;Visual Studio Code,Android Studio;Atom,Windows,Google it;Watch help / tutorial videos;Meditate,I have never visited Stack Overflow or the Stack Exchange network,,,,,No,25-34 years old,Woman,No,Straight / Heterosexual,Southeast Asian;South Asian;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,
78235,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",7,3,"Developer, full-stack",100 to 499 employees,PHP	Philippine peso,45000.0,Monthly,JavaScript;Ruby,JavaScript;Ruby,PostgreSQL,PostgreSQL,AWS,AWS,Laravel;React.js;Ruby on Rails;Vue.js,Ruby on Rails;Vue.js,,,Git;Kubernetes,Git,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, definitely",No,18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,10668.0
78319,I am a student who is learning to code,"Student, part-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",3,,,,,,,C;C++;HTML/CSS;Java;Python,C;C++;Go;Haskell;JavaScript;Python;TypeScript,,,,,,,,,Git,Docker;Git,Atom;IntelliJ;Vim;Visual Studio Code,Atom;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow,Daily or almost daily,No,,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Neither easy nor difficult,
78327,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",10,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator",2 to 9 employees,PHP	Philippine peso,75000.0,Monthly,Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL,Go;HTML/CSS;JavaScript;Node.js,Couchbase;DynamoDB;MariaDB;MySQL;Redis;SQLite,Cassandra;DynamoDB;MariaDB;MongoDB;MySQL;Redis;SQLite,AWS;DigitalOcean,AWS;DigitalOcean,Express;Gatsby;jQuery;Laravel;React.js;Symfony;Vue.js,Express;jQuery;Laravel;React.js;Vue.js,,,Ansible;Git;Yarn,Ansible;Git;Kubernetes;Yarn,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;PyCharm;Webstorm,IntelliJ;PHPStorm;PyCharm;Webstorm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,17772.0
78359,I am a student who is learning to code,"Student, full-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Online Courses or Certification,Less than 1 year,,,,,,,C,C;C++;Julia;Python,,,,,React.js,React.js,,,,,Sublime Text;Visual Studio Code,Notepad++;Sublime Text;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,,,Appropriate in length,Easy,
78976,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,Books / Physical media,37,10,Educator,2 to 9 employees,EUR European Euro,,,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python,Bash/Shell;HTML/CSS;JavaScript;Node.js,Firebase,Firebase,AWS;DigitalOcean;Google Cloud Platform,AWS;Google Cloud Platform,React.js,React.js,Qt;React Native,Flutter;React Native,Ansible;Docker;Git;Yarn,Ansible;Docker;Git;Yarn,Android Studio;Atom;Notepad++;PyCharm;Visual Studio Code;Xcode,Android Studio;Atom;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, definitely",Yes,Prefer not to say,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,,Easy,
79037,I am a student who is learning to code,"Not employed, and not looking for work",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",5,,,,,,,C;C#;C++;F#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,C#;JavaScript;Node.js;Python;SQL,MySQL,Firebase;MySQL,,,React.js,React.js,React Native,Flutter;Hadoop;Keras;NumPy;Pandas;Qt;React Native;TensorFlow,Unity 3D,Unity 3D,Android Studio;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,PyCharm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,
79155,I am a student who is learning to code,"Not employed, and not looking for work",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Forum;Books / Physical media,1,,,,,,,Bash/Shell;C;HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;SQLite,DynamoDB;MariaDB;PostgreSQL;Redis,,,,,,,,,Android Studio;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,
